fir_id,fir_text,ipc_section
563,The iron grille of my garage was broken by unknown burglars at night who then stole tools and electronics.,457
564,"Under cover of night, unknown persons forced open the garage grille and took tools and electronic items.",457
565,Our neighbor reported seeing men breaking into our flat at around one in the morning during our absence.,457
566,"At about one in the morning, our neighbor saw men entering our flat forcibly during our absence.",457
567,A neighbor witnessed unknown men breaking into our apartment around one in the morning while we were away.,457
568,Thieves broke into the school storeroom by night and stole sports equipment and electronic items.,457
569,"Under cover of night, thieves gained entry into the school storage room and stole sports gear and electronics.",457
570,The school storeroom was broken into at night and sports equipment along with electronic items were taken.,457
571,An unidentified gang broke into the restaurant kitchen after closing time and stole cash and utensils.,457
572,"After the restaurant was shut, an unknown gang forced their way into the kitchen and took cash and cooking vessels.",457
573,"Following closing time, unknown persons broke into the restaurant kitchen and made off with cash and utensils.",457
574,"The accused broke the roof access door and entered our house at night, stealing clothes, watches, and cash.",457
575,"By breaking the roof entry door, the accused entered our home at night and stole clothing, watches, and money.",457
576,"Our house was entered at night via the rooftop door which the accused broke open to steal cash, clothes, and watches.",457
577,Miscreants broke into our hotel room during the night while we were in deep sleep and stole bags.,457
578,"While we were fast asleep, miscreants broke into the hotel room and took away our bags.",457
579,Our hotel room was burglarized in the middle of the night and bags were stolen while we slept.,457
580,The accused cut the window grille with a hacksaw during the night and entered the premises to steal.,457
581,"Using a hacksaw, the accused sliced through the window grille at night and entered to commit theft.",457
582,"At night, the accused sawed off the window grille and entered the premises to steal items.",457
583,Our factory premises were broken into by night and raw material worth lakhs was taken by the accused.,457
584,The accused broke into our factory under cover of night and stole raw materials valued at lakhs.,457
585,Raw materials worth lakhs were stolen from our factory after the accused broke in during the night.,457
586,"The intruders scaled the compound wall and broke into our house by night, stealing electronics and cash.",457
587,Our compound wall was scaled by intruders at night who then broke into the house and took electronics and cash.,457
588,"Under cover of darkness, intruders climbed over the wall and broke into our home to steal cash and electronics.",457
589,The accused and two others broke the glass of the showroom door at midnight and took jewelry and cash.,457
590,"At midnight, the accused and two accomplices smashed the showroom glass door and looted jewelry and cash.",457
591,The accused along with two others shattered the showroom's glass entrance at midnight and stole valuables.,457
592,Unknown persons forced open the back door of my pharmacy at night and stole controlled medicines.,457
593,My pharmacy's rear door was forced open at night by unknown persons who stole prescription medicines.,457
594,Controlled drugs were stolen after unknown persons broke in through the back entrance of my pharmacy at night.,457
595,Thieves broke the shutters of my mobile accessories shop during the night and stole phones and stock.,457
596,The shutters of my phone accessories shop were pried open at night by thieves who stole phones and goods.,457
597,"During the night, thieves forced open my shop shutters and made off with mobile phones and merchandise.",457
598,The accused broke into an adjacent flat at night using a crowbar and stole cash and a gold necklace.,457
599,"Using a crowbar, the accused forced his way into the neighboring flat at night and stole a gold chain and cash.",457
600,A flat next to mine was broken into at night by the accused using a crowbar and cash and a gold necklace were taken.,457
601,An unknown man followed me from the metro station and grabbed my dupatta and tried to drag me away.,354
602,"After trailing me from the metro, an unknown man grabbed my dupatta and attempted to pull me with him.",354
603,A stranger followed me from the metro station and then seized my dupatta and tried to drag me forcibly.,354
604,The accused forcibly held my hand and prevented me from leaving the office after working hours.,354
605,The accused gripped my hand against my will and blocked me from exiting the office after hours.,354
606,"After office hours, the accused grabbed my hand by force and stopped me from leaving the premises.",354
607,A man outraged my modesty by grabbing my arm and making obscene comments in the crowded bus.,354
608,"On the crowded bus, a man held my arm by force and made indecent remarks, outraging my modesty.",354
609,"A man made obscene remarks and grabbed my arm in the packed bus, causing me immense humiliation.",354
610,The accused touched me inappropriately while I was standing in the queue at the bank.,354
611,"While I waited in the bank queue, the accused touched me in an inappropriate manner.",354
612,I was molested by the accused who touched me indecently while I was in the bank line.,354
613,An unknown man blocked my path and tore my dupatta while making lewd gestures near the park.,354
614,"Near the park, an unknown man stood in my way, tore my dupatta, and made obscene gestures.",354
615,My way was blocked by an unknown person near the park who tore my dupatta and made indecent gestures.,354
616,The accused forcibly tried to hug me against my will in the workplace corridor.,354
617,"In the office corridor, the accused attempted to embrace me forcibly despite my resistance.",354
618,The accused tried to hug me without my consent in the passage outside the workplace cabin.,354
619,"A man followed me from the market, grabbed my wrist, and pulled me toward a lane.",354
620,"After following me from the market, a man seized my wrist and tried to drag me into a side lane.",354
621,A man who had been trailing me from the market grabbed my wrist and pulled me toward a narrow alley.,354
622,The accused molested me in the elevator of our apartment building by touching me inappropriately.,354
623,I was touched inappropriately by the accused inside the lift of my residential building.,354
624,"While I was in the elevator of the apartment complex, the accused committed an act of molestation.",354
625,An unknown person grabbed me from behind and outraged my modesty near the bus stop at night.,354
626,"Near the bus stand at night, an unknown person grabbed me from behind and acted indecently.",354
627,I was grabbed from behind near the bus stop in the dark by a stranger who outraged my modesty.,354
628,The accused assaulted me physically when I refused his proposal and caused bruises on my arm.,354
629,"After I turned down the accused's proposal, he physically attacked me and left bruise marks on my arm.",354
630,The accused responded to my rejection of his proposal by physically assaulting me and bruising my arm.,354
631,A man slapped and pushed me when I resisted his attempt to forcibly touch me at the fair.,354
632,"When I resisted his attempts at molestation at the fair, the man pushed and slapped me.",354
633,"At the mela ground, a man who tried to touch me forcibly hit and shoved me when I resisted.",354
634,The accused blocked the door and physically prevented me from leaving when I asked for help.,354
635,The accused stood at the door and used physical force to stop me from leaving even when I asked for assistance.,354
636,I was physically blocked at the exit by the accused who prevented me from leaving despite my cries.,354
637,An unknown youth grabbed my hand and made indecent remarks while I was returning from school.,354
638,"On my way back from school, an unknown boy grabbed my hand and made obscene comments.",354
639,A young unknown person caught hold of my hand and passed indecent remarks as I walked home from school.,354
640,The accused tore my clothes and tried to use force against me in the stairwell of the building.,354
641,"In the stairwell of the building, the accused ripped my clothing and tried to overpower me.",354
642,The accused attempted to use force against me in the staircase and tore my garments in the process.,354
643,A man assaulted and tried to force himself on me in the empty compartment of the local train.,354
644,"In an unoccupied compartment of the local train, a man assaulted me and attempted criminal force.",354
645,The accused tried to overpower me and used force against me in the deserted local train bogie.,354
646,The accused physically harassed me in my office cabin and refused to leave when asked.,354
647,"The accused entered my office room, harassed me physically, and would not leave even when told to.",354
648,I was physically harassed inside my office cabin by the accused who refused to vacate when I demanded it.,354
649,An unidentified man pushed me into a corner near the underpass and touched me against my will.,354
650,"Near the subway, an unknown man cornered me and molested me without my consent.",354
651,An unknown man shoved me into a corner near the underpass and touched me in an indecent manner.,354
652,The accused grabbed my arm and dragged me forcibly when I tried to report his behavior.,354
653,"When I attempted to report him, the accused seized my arm and forcibly pulled me back.",354
654,The accused forcibly held and dragged me by my arm when I tried to complain about his conduct.,354
655,A man used criminal force against me at the auto stand and ran away when others came near.,354
656,"At the auto-rickshaw stand, a man forcibly assaulted me and fled as soon as bystanders approached.",354
657,A man committed criminal force against me at the auto stand and escaped when people came nearby.,354
658,The accused slapped me when I complained about his behavior to the housing society committee.,354
659,"After I raised a complaint to the housing society about the accused, he came and slapped me.",354
660,The accused responded to my society committee complaint against him by coming and slapping me.,354
661,An unknown youth blocked my way and tried to outrage my modesty on the deserted road at night.,354
662,"On a dark and empty road at night, an unknown young man obstructed my path and tried to molest me.",354
663,A young stranger blocked my way on the deserted road at night and attempted to outrage my modesty.,354
664,The accused man followed me home and forcibly tried to kiss me when I reached my doorstep.,354
665,The accused trailed me to my house and made a forcible attempt to kiss me at my front door.,354
666,"After following me all the way home, the accused tried to kiss me forcibly when I reached my doorstep.",354
667,A man physically assaulted me and tore my saree when I refused to comply with his demands.,354
668,"When I refused to give in to his demands, a man physically attacked me and ripped my saree.",354
669,I was physically beaten and my saree was torn by a man after I declined to comply with his requests.,354
670,The accused groped me in the crowded shopping mall and ran before I could raise an alarm.,354
671,"In the busy shopping mall, the accused molested me and fled before I could call for help.",354
672,The accused committed molestation in the crowded mall and escaped before I could alert anyone.,354
673,An unknown person grabbed me by the hand at the bus stand and tried to pull me onto a motorcycle.,354
674,"At the bus stand, an unidentified person forcibly held my hand and attempted to drag me onto his motorbike.",354
675,An unknown man caught my hand at the bus depot and tried to force me onto a waiting motorcycle.,354
676,The accused called me and threatened to kill me if I did not withdraw the complaint I had filed.,506
677,I received a call from the accused who threatened to take my life unless I took back my complaint.,506
678,The accused contacted me by phone and warned he would kill me if I did not withdraw the police complaint.,506
679,An unknown person sent me threatening messages saying he would harm my children if I did not comply.,506
680,I received threatening texts from an unknown number warning that my children would be harmed if I disobeyed.,506
681,My children were threatened via messages by an unknown sender who warned me of consequences for non-compliance.,506
682,The accused threatened my father with dire consequences if he did not hand over the property papers.,506
683,My father was threatened by the accused who warned him of serious harm if he did not surrender the property documents.,506
684,The accused warned my father that he would face grave consequences unless he handed over the property papers.,506
685,A gang member threatened me with a knife and warned me not to testify in court against him.,506
686,A member of the gang pointed a knife at me and threatened me not to give witness testimony in court.,506
687,I was threatened by a gang member using a knife who told me not to appear as a witness in court.,506
688,The accused sent threatening letters to my house warning that I would face consequences for speaking out.,506
689,Threatening letters were delivered to my home by the accused warning me of serious consequences for speaking up.,506
690,The accused mailed intimidating letters to my address threatening to harm me for coming forward.,506
691,My business rival threatened to destroy my shop if I did not vacate the premises.,506
692,A competing businessman warned me that he would ruin my shop if I did not leave the location.,506
693,My trade rival issued a direct threat to demolish my shop unless I agreed to vacate the space.,506
694,The accused called me repeatedly and said he would burn my vehicle if I did not pay him money.,506
695,The accused made multiple calls threatening to set fire to my vehicle if I refused to give him money.,506
696,I received repeated calls from the accused warning that my vehicle would be burnt if I did not pay up.,506
697,An unknown caller threatened my wife saying she would be harmed if I did not drop the case.,506
698,A stranger called and told my wife she would face harm if I refused to withdraw the legal case.,506
699,An unidentified person phoned and threatened my wife with danger in order to pressure me into dropping the case.,506
700,The accused openly threatened me in front of witnesses saying he would kill me over the land dispute.,506
701,"In the presence of several witnesses, the accused publicly threatened to kill me over the land issue.",506
702,The accused made an open death threat against me in front of witnesses during the land dispute.,506
703,My neighbor threatened to harm my family members if I did not remove my CCTV camera.,506
704,I was threatened by my neighbor who said my family would face consequences if the CCTV was not removed.,506
705,My neighbor warned that he would harm my family unless I took down the surveillance camera.,506
706,The accused warned me through a common acquaintance that I would face grave consequences.,506
707,"Through a mutual contact, the accused relayed a warning that I would suffer serious repercussions.",506
708,A shared acquaintance was used by the accused to pass on a threatening message about grave consequences.,506
709,A man called me late at night and threatened to attack me if I attended the court hearing.,506
710,I received a late night call from a man who threatened to assault me if I appeared at the court proceedings.,506
711,A threatening call came late at night warning me not to attend the court hearing or face physical harm.,506
712,The accused sent a voice message saying I should leave the neighborhood or face serious harm.,506
713,An audio message was sent by the accused warning me to relocate from the area or suffer consequences.,506
714,The accused threatened me via a voice note saying I must leave the locality or be harmed.,506
715,My business partner threatened to ruin me professionally and harm my family if I pursued legal action.,506
716,"If I continued with the legal case, my business partner threatened to damage my career and hurt my family.",506
717,My partner issued threats to destroy my professional reputation and harm my family to stop me from going to court.,506
718,The accused issued death threats to my brother on social media over a political disagreement.,506
719,My brother received death threats posted by the accused on social media due to a political argument.,506
720,"Over a political disagreement, the accused publicly threatened my brother's life on social media platforms.",506
721,An unknown person slipped a threatening note under my door warning me to stop pursuing the complaint.,506
722,A threatening chit was pushed under my door by an unknown person warning me to stop the legal complaint.,506
723,I found a threatening note slid under my door by an unknown person telling me to drop the complaint.,506
724,The accused in the property case threatened my lawyer outside the court premises.,506
725,My advocate was threatened by the accused in the property dispute outside the court building.,506
726,"Outside the courthouse, the accused confronted and threatened my lawyer involved in the property case.",506
727,"A gang threatened shopkeepers in our market, demanding money and warning of violence otherwise.",506
728,Market shopkeepers including myself were threatened by a gang demanding protection money under threat of violence.,506
729,An organized gang issued threats to shop owners in our market and demanded cash under the threat of harm.,506
730,The accused said he had connections with powerful people and would make sure I suffered.,506
731,The accused boasted of his powerful links and warned that he would ensure I face serious trouble.,506
732,I was threatened by the accused who claimed influential contacts and vowed to make me pay for opposing him.,506
733,My tenant threatened to kill me when I asked him to vacate the house after the rental period ended.,506
734,"After being asked to leave at the end of the rental agreement, my tenant threatened to kill me.",506
735,"When I requested my tenant to vacate after the lease expired, he responded with a death threat.",506
736,The accused threatened me with a weapon and said I would not be alive to celebrate the next festival.,506
737,"Brandishing a weapon, the accused warned me that I would not survive to see the upcoming festival.",506
738,The accused pointed a weapon at me and gave a death threat saying I would not live till the next festival.,506
739,An unknown person threatened me over WhatsApp with images implying harm to my family members.,506
740,Threatening images implying danger to my family were sent to me via WhatsApp by an unidentified person.,506
741,I received WhatsApp messages with disturbing images from an unknown number threatening harm to my family.,506
742,The accused followed me to my workplace and made threats in the presence of my colleagues.,506
743,The accused came to my office and issued threats openly in front of my coworkers.,506
744,"In full view of my colleagues at work, the accused trailed me there and made direct threats.",506
745,A person threatened my elderly parents in my absence saying they would hurt them if I did not pay up.,506
746,"During my absence, an unknown person came to my home and threatened to harm my aged parents unless I paid.",506
747,My elderly parents were threatened by someone who visited during my absence and demanded payment under threat of injury.,506
748,The accused called me from an unknown number and threatened to kill me before my daughter's wedding.,506
749,"Using an unidentified number, the accused phoned me and issued a death threat tied to my daughter's wedding date.",506
750,I received a death threat from the accused over an unknown call saying I would be killed before my daughter's marriage.,506
751,"Three unidentified men surrounded me at the crowded railway station platform, one distracted me asking for directions while the other two removed my mobile phone and wallet from my trouser pockets.",379
752,"While I stood in a long queue at the government ration office, two persons jostled me repeatedly and I later discovered my purse containing eight thousand rupees and my voter ID card had been lifted.",379
753,"At the weekly bazaar, four to five persons created a commotion near my stall and in the confusion someone stole the cash box with the entire day's earnings of around fifteen thousand rupees.",379
754,Two youths at the metro platform pretended to help me with the ticket machine while one engaged me in conversation and the other removed my laptop bag and mobile from my trolley.,379
755,"While I was shopping in the crowded electronics market, two men bumped into me from both sides and I later found my wallet, phone, and earphones all missing from my bag.",379
756,"Our house was broken into at night and the thieves took away two mobile phones, a laptop, a gold chain, a wristwatch, and a bag containing important documents including property papers.",380
757,"While the entire family attended a relative's funeral, unknown persons entered through the rear window and took away gold jewelry, silver utensils, and approximately forty thousand rupees cash from the almirah.",380
758,"Two men entered our flat posing as electricity meter readers and after they left I found my wife's gold bangles, a diamond ring, and cash kept on the dressing table missing.",380
759,"During our three-day outstation trip, burglars broke into the house and stole two laptops, a DSLR camera, gold ornaments, and the household cash totaling over one lakh rupees.",380
760,"The domestic helper who had worked for us for three years stole gold jewelry, silver coins, and cash worth over two lakhs from different locations inside our home over several visits.",380
761,"Three bike-borne men surrounded me at the isolated crossing, threatened me with a sharp weapon, and snatched my mobile phone, gold chain, and leather wallet before speeding away.",356
762,"A group of four men on two motorcycles blocked my path near the empty road at night, intimidated me verbally, and forcibly took my bag containing a laptop and cash.",356
763,"While I was returning from the ATM at night, two men followed me on foot, blocked my way, pushed me to the ground, and snatched my cash and mobile phone.",356
764,Two men on a motorcycle snatched my gold chain and simultaneously another person grabbed my handbag from my other shoulder while I was walking near the crowded bus terminal.,356
765,"At the busy festival ground, three unknown persons surrounded me, one held my arms from behind while the others snatched my gold necklace and tore my earrings from my ears.",356
766,"During a heated argument over a boundary wall, the accused and two of his associates punched me, kicked me repeatedly, and I sustained injuries on my face, ribs, and arms.",323
767,A group of five men attacked me outside the dhaba after a dispute over a parking space and I was beaten with fists and kicks until I fell unconscious on the road.,323
768,"Three persons assaulted my brother and me near the metro station after an argument over a minor traffic incident, leaving both of us with bruises and injuries on our heads and arms.",323
769,The accused and his brother together beat me up in front of my house during a quarrel over loud music and I suffered injury to my nose and swelling on both cheeks.,323
770,"Following a business dispute, the accused along with two associates caught me alone in the market and beat me with their hands and feet causing multiple injuries across my body.",323
771,The accused and two others attacked me with iron rods and a wooden stick during a land boundary dispute and I sustained fractures in my left hand and severe bruising on my back.,324
772,Three men ambushed me on the road after dark armed with a knife and an iron pipe and attacked me causing deep cuts on my forearm and injuries on my head.,324
773,The accused along with his friend attacked my son outside the school with belt buckles and a hockey stick causing bleeding injuries on his shoulder and arms.,324
774,"During a fight over a shopkeeping dispute, the accused used a broken glass bottle to slash my face and arm while his associate hit me with a wooden plank.",324
775,A group of men from the neighboring village armed with sickles and iron rods attacked our family during a crop dispute causing serious injuries to three of us.,324
776,"The accused transferred money to a fake UPI ID shared by a fraudster posing as a customer service agent and despite paying thirty thousand rupees for a laptop, neither the item nor refund was received.",420
777,I received a call from a person claiming to be a bank KYC officer who asked me to install a remote access app and within minutes thirty-five thousand rupees was debited from my account.,420
778,"After responding to an Instagram advertisement for a work-from-home scheme, I paid registration and training fees totaling twenty-two thousand rupees across multiple UPI transactions but received no work or refund.",420
779,"A person on a classified ads portal sold me a second-hand car, took full payment of two lakh rupees via bank transfer, and later I found the car had been reported stolen and could not be registered.",420
780,"The accused posed as a government portal representative, collected processing fees of fifteen thousand rupees via Paytm for a subsidy application, and all contact was cut off after the payment.",420
781,"The accused convinced me to invest in a cryptocurrency trading app, I deposited a total of three lakh rupees in multiple transactions, and the application disappeared along with the accused.",420
782,"A seller on an online marketplace collected payments for multiple electronic items worth over fifty thousand rupees in total, sent empty boxes for some orders and nothing for others.",420
783,"Two persons posing as insurance advisors visited my home, collected a premium of forty thousand rupees, issued fake policy documents, and their phone numbers were found to be inactive later.",420
784,The accused collected money from our entire apartment block promising to arrange a bulk purchase of solar panels at discounted rates through a government scheme and then stopped responding to all residents.,420
785,A social media account posing as a reputed jeweler took advance payment of sixty thousand rupees for gold coins to be delivered on a festive occasion and never sent anything.,420
786,"My business partner of four years withdrew six lakh rupees from our joint firm account without my knowledge, forged my signature on the withdrawal slips, and refused to return the amount.",406
787,The accused manager was entrusted with collecting dealer payments on behalf of the company but misappropriated over ten lakh rupees in collections by depositing them into a private account.,406
788,A real estate agent entrusted with all my property documents and power of attorney illegally sold my plot and pocketed the proceeds without informing me or sharing any amount.,406
789,The accused was given custody of our entire office inventory worth several lakhs for relocation purposes and diverted the goods to an unknown location without returning anything.,406
790,My trusted financial advisor who was managing my fixed deposits and mutual fund accounts redeemed all investments worth over fifteen lakh rupees and transferred the money to his own account.,406
791,"Armed with duplicate keys, the accused and two associates broke into our jewelry shop at midnight, gagged the night watchman, and looted gold ornaments and diamond rings worth over twenty lakhs.",457
792,A gang of three persons broke through the reinforced back wall of our factory godown using heavy tools during the night and made off with raw material and machinery worth several lakhs.,457
793,"The accused and his associates broke the shutters of our electronics showroom in the dead of night, disabled the CCTV wiring, and stole over forty mobile phones and laptops.",457
794,"Burglars broke open the iron safe inside our home office at night by drilling through it and stole cash, gold coins, and original property documents stored inside.",457
795,"Three persons broke into our ground floor flat at around two in the morning, tied up the elderly watchman, and looted cash, jewelry, and electronic items worth over five lakhs.",457
796,"After following me home from the office, the accused and another man cornered me in the building stairway, threatened me with a knife, and groped me when I refused to comply.",354
797,"Two men forcibly dragged me into a secluded lane near the bus stop, threatened me with dire consequences if I screamed, and committed assault against me.",354
798,"The accused along with a female associate blocked my path in the crowded market, held me by the arms, and subjected me to indecent behavior while others in the group stopped passersby from helping.",354
799,"A group of men followed me from the college campus to the bus stop, surrounded me at the stop, made threatening remarks, and one of them physically assaulted me when I raised my voice.",354
800,"The accused and two others came to my workplace, threatened my coworkers to leave the room, and then the main accused physically harassed me and warned me against reporting the matter.",354
